filename	word_count
2942	145379
2943	134986
2944	138880
2945	189095
2946	34668
2947	143002
2948	76797
2949	165112
2950	207752
2951	63279
2952	152654
2953	174930
2954	161079
2955	111571
2956	112264
2957	157826
2958	105689
2959	269325
2960	87755
2961	152289
2962	216076
2963	167361
2964	198466
2965	196961
2966	154739
2967	316878
2968	172029
2969	52656
2970	170956
2971	136042
2972	102472
2973	134842
2974	101752
2975	188003
2976	105255
2977	133173
2978	346884
2979	79127
2980	147581
2981	140575
2982	140838
2983	149286
2984	149995
2985	259864
2986	191657
2987	222159
2988	244715
2989	188631
2990	178799
2991	219447
2992	212808
2993	262488
2994	116303
2995	290155
2996	111849
2997	134039
2998	168362
2999	150039
3000	98165
3001	86025
3002	160092
3003	72173
3004	186860
3005	340182
3006	156984
3007	236408
3008	271178
3009	150780
3010	248704
3011	175980
3012	243854
3013	264059
3014	210011
3015	70863
3016	287123
3017	132485
3018	246924
3019	115078
3020	209520
3021	200987
3022	182096
3023	177592
3024	126543
3025	251346
3026	283970
3027	123732
3028	138930
3029	108282
3030	147594
3031	137910
3032	71780
3033	148149
3034	143060
3035	112336
3036	143141
3037	243641
3038	101147
3039	104883
3040	86961
3041	259407
3042	42363
3043	99615
3044	156441
3045	119588
3046	53355
3047	125281
3048	210506
3049	130283
3050	290834
3051	107663
3052	190686
3053	70152
3054	110403
3055	144964
3056	218071
3057	307922
3058	275348
3059	159955
3060	186010
3061	226087
3062	250549
3063	299063
3064	107786
3065	159770
3066	153861
3067	90440
3068	173787
3069	150562
3070	126415
3071	131792
3072	78436
3073	271159
3074	146433
3075	176672
3076	245977
3077	194924
3078	239140
3079	115083
3080	95020
3081	74463
3082	288383
3083	105318
3084	175592
3085	304937
3086	126267
3087	229740
3088	266696
3089	128964
3090	180685
3091	169697
3092	103546
3093	109049
3094	103811
3095	132327
3096	78216
3098	192294
3099	160199
3100	133561
3101	270423
3102	156861
3103	118869
3104	261730
3105	302478
3106	119870
3107	198263
3108	195774
3109	119916
3110	133367
3111	256664
3112	174711
3113	312290
3114	101794
3115	173069
3116	175713
3117	82510
3118	390671
3119	250154
3120	254782
3121	312652
3122	234357
3123	132646
3124	140061
3125	146937
3126	81394
3127	234526
3128	179473
3129	88577
3130	150709
3131	279750
3132	331856
3133	58392
3134	134097
3135	237610
3136	285258
3137	215130
3138	169644
3139	140310
3140	80830
3141	124204
3142	94087
3143	361485
3144	344011
3145	153730
3146	201107
3147	112686
3148	92700
3149	401935
3150	363593
3151	183945
3152	167177
3153	186323
3154	250356
3155	212748
3156	150434
3157	153338
3158	120657
3159	102689
3160	148130
3161	95769
3162	212152
3163	78239
3164	231813
3165	212703
3166	179659
3167	162843
3168	323768
3169	295047
3170	93278
3171	197912
3172	111375
3173	104695
3174	218135
3175	354254
3176	322834
3177	196605
3178	228644
3179	211618
3180	381394
3181	359112
3182	96635
3183	217982
3184	221221
3185	144424
3186	259744
3187	104019
3188	281439
3189	130872
3190	164955
3191	30995
3192	129441
3193	86503
3194	97618
3195	133071
3196	249888
3197	235919
3198	268291
3199	92582
3200	167444
3201	83643
3202	118753
3203	262395
3204	230713
3205	225183
3206	209645
3207	63727
3208	309085
3209	324531
3210	246588
3211	198335
3212	163411
3213	352465
3214	272981
3215	331075
3216	181425
3217	197409
3218	135112
3219	191063
3220	100876
3221	154417
3222	90986
3223	192993
3224	153088
3225	154972
3226	211058
3227	53479
3228	310149
3229	232088
3230	303599
3231	175841
3232	230093
3233	130019
3234	306422
3235	206811
3236	159310
3237	67510
3238	222503
3239	67016
3240	298326
3241	173345
3242	273402
3243	202391
3244	90754
3245	151516
3246	153386
3247	331033
3248	324896
3249	112549
3250	79942
3251	190575
3252	102621
3253	153523
3254	105865
3255	93065
3256	146603
3257	59276
3258	365877
3259	141484
3260	110382
3261	322762
3262	163475
3263	133062
3264	280926
3265	217359
3266	130288
3267	187257
3268	75927
3269	122058
3270	332151
3271	174614
3272	239205
3273	272029
3274	162168
3275	172390
3276	262801
3277	188654
3278	137171
3279	83543
3280	195899
3281	103302
3282	247763
3283	105159
3284	164007
3285	317258
3286	256738
3287	134041
3288	56512
3289	156379
3290	256065
3291	291428
3292	178605
3293	230988
3294	212420
3295	123692
3296	126629
3297	76068
3298	125010
3299	406867
3300	180662
3301	417661
3302	203173
3303	111306
3304	139668
3305	132803
3306	206744
3307	225395
3308	148310
3309	121635
3310	115713
3311	188037
3312	102113
3313	244847
3314	69335
3315	52514
3316	186875
3317	302127
3318	343189
3319	44847
3320	215045
3321	105721
3322	158049
3323	341072
3324	146744
3325	130965
3326	98870
3327	207951
3328	146723
3329	468398
3330	185604
3331	309073
3332	218355
3333	262570
3334	148606
3335	116737
3336	296184
3337	301785
3338	142825
3339	113617
3340	203015
3341	132608
3342	131015
3343	390634
3344	280618
3345	131775
3346	181319
3347	99681
3348	88543
3349	173406
3350	205809
3351	206195
3352	150067
3353	196325
3354	161643
3355	352610
3356	141532
3357	353936
3358	175096
3359	160829
3360	155797
3361	118476
3362	395517
3363	82650
3364	319538
3365	126873
3366	155209
3367	207411
3368	160764
3369	131240
3370	168622
3371	239435
3372	273211
3373	171460
3374	168159
3375	145156
3376	93806
3377	231009
3378	197211
3379	153537
3380	252594
3381	47896
3382	291057
3383	381191
3384	190015
3385	166912
3386	136939
3387	199186
3388	320780
3389	292609
3390	156643
3391	113916
3392	121721
3393	169070
3394	89349
3395	111657
3396	253772
3397	129165
3398	237708
3399	190829
3400	167401
3401	156313
3402	170441
3403	166730
3404	186021
3405	170344
3406	105005
3407	147510
3408	186661
3409	185838
3410	242066
3411	359561
3412	133400
3413	237768
3414	132596
3415	115978
3416	350441
3417	84392
3418	278733
3419	87505
3420	90284
3421	160357
3422	152600
3423	204419
3424	46046
3425	121544
3426	143440
3427	241424
3428	217486
3429	112989
3430	223445
3431	131298
3432	189684
3433	164242
3434	187257
3435	126240
3436	84765
3437	73643
3438	138862
3439	306996
3440	270399
3441	151964
